id,annualHouseholdIncome,birthYear2020,coronavirusConcern,coronavirusEmployment,coronavirusIntent_Mask,coronavirusIntent_SixFeet,coronavirusIntent_StayHome,coronavirusIntent_WashHands,coronavirusLocalCommunity,coronavirusSupportSystem,coronavirusSymptoms,ratioOfAdultHospitalization,coronavirusWhenShouldReopen,education,ethnicity,gender,hasCoronavirusBelief,politicalBelief,politicalParty,religion,religiosity,trumpApproval,zipcodePrefix,startTime,coronaSimilarFlu,coronaOnlyElderly,youngInvulnerable,elderlyMoreRisk,coronaAllHospitalize,coronaKillsMost,ethnicitySpreadsCovid,allSpreadCovid,nonNativesSpreadCovid,asymptomaticSpread,onlySickSpread,infectFromAnimal,location.id
006f947f5ab2df8370dd1ae6b5fea884,,1994,5.2,now-part,95,94,96,99,1,fam-friend,none,thirty-percent,immediate,highschool,hispanic-latino,female,8.9,2.7,4.2,nothing-in-particular,5.8,5.6,104,2020-05-25T18:04:01Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
00841585d913cbc08893da19111d0abb,,1977,10,now-retired,100,100,98,100,1,"fam-friend, local-gov, employer, religious",none,three-in-ten,2-wk,college,black,male,0.1,9.3,10,something-else,10,5.4,327,2020-06-11T23:59:51Z,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Florida_UnitedStates
008d0477dc6738855f83374aa9a3c654,,1955,5.4,now-part,100,100,100,48,0,"fam-friend, religious, fedgov, local-community",none,three-in-ten,yr-plus,postgrad,hispanic-latino,male,2.2,5.4,5.2,something-else,7.6,5.4,100,2020-05-25T18:47:23Z,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
009e2571bbfd74df21e0ed27164b86fc,50000,1983,10,was-full,100,100,100,100,0,no-one,none,three-percent,4-mo,college,black,male,1.5,1.6,1,something-else,10,0,331,2020-05-15T18:08:11Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
00a022fc1af0c1877b1541216c0898af,38000,1992,7.6,"was-full, now-full",100,100,100,80,0,"fam-friend, employer",none,three-in-ten,6-mo,college,white,female,0,4.1,4.9,other-protestant,5.7,1.7,300,2020-06-10T00:41:21Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Georgia_UnitedStates
00a187ee7fcf3e765525773885d77343,,2001,6.1,was-jobless,94,93,89,92,3,fam-friend,headache,three-in-ten,few-days,highschool,black,female,4.7,5.9,1.8,something-else,7.2,1.5,302,2020-06-04T19:58:52Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Georgia_UnitedStates
00a82ee391697844d6ec9ab1f4c6a8c7,30000,2002,8.1,was-full,100,57,60,57,0,no-one,none,thirty-percent,yr-plus,college,black,female,2,5.5,5.5,catholic,5.7,6,331,2020-06-04T19:48:28Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
00b47a4ea2fab1b5ff469085e804f2db,,1988,2.3,now-jobless,100,100,7,100,0,fam-friend,none,three-in-ten,few-days,school,hispanic-latino,male,0,5.7,5.4,nothing-in-particular,0,0,925,2020-06-12T01:09:05Z,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,California_UnitedStates
00b550943390ff3a3d4e193cdf8d0ead,,2000,6.4,was-full,64,95,90,100,0,"fam-friend, religious, other, local-community","short-breath, dry-cough",three-percent,3-wk,college,other-mixed,female,0,8.9,5.1,something-else,9.7,5,344,2020-05-06T06:58:01Z,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Florida_UnitedStates
00b6c74583247eb4fd5914daaa2868a3,30000,1954,7.4,was-jobless,100,92,100,100,0,state-gov,none,one-in-1k,2-wk,highschool,white,male,1,2.7,2.3,catholic,3.5,0,131,2020-05-15T16:36:27Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
00c7d635ce8ad71123526445938e55c4,,2000,5,was-jobless,55,52,57,53,5,fam-friend,diarrhea,three-in-ten,few-days,college,black,male,5.5,5.7,6,evangelical-protestant,3.7,5.4,923,2020-06-10T05:31:24Z,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,California_UnitedStates
00c8cdde80333e54a073b53c04e9276c,,1979,7.3,was-disabled,,65,73,73,0,"fam-friend, state-gov, fedgov","short-breath, muscle-ache",three-percent,3-mo,school,white,female,2.9,3.9,8.3,nothing-in-particular,6,6.8,306,2020-04-29T16:17:32Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Georgia_UnitedStates
00c8d5350d2282d4d7bb258d2d988aeb,200000,1996,4.8,"was-part, now-disabled",92,52,6,87,0,fam-friend,none,one-in-1k,2-wk,some-college,hispanic-latino,female,0.9,4.1,8.9,catholic,9.1,9.2,100,2020-05-25T20:54:07Z,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NewYork_UnitedStates
00d24f03302c2032aaa2e1623e77d838,,1995,7.1,"now-full, now-retired, was-jobless",24,25,21,64,1,fam-friend,"muscle-ache, short-breath, nausea-vomit, fever",one-in-1k,3-wk,college,hispanic-latino,male,6.8,7.1,0,catholic,7,2.5,113,2020-06-11T19:48:15Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NewYork_UnitedStates
00d7f551b1314fdd7b14531187d152d0,,1998,6,was-part,100,100,100,68,0,fam-friend,none,almost-all,1-wk,some-college,other-mixed,male,0,5.1,4.9,nothing-in-particular,4.2,5.2,330,2020-05-25T19:48:02Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
00d93d5eb1047f511b9ffd7bf25472c6,200000,1989,8.9,"was-full, was-part, was-jobless, now-full",69,66,70,99,2,fam-friend,"dry-cough, short-breath, diarrhea, muscle-ache, fatigue, nasal, sore-throat, lost-smell-taste, fever, nausea-vomit, headache",three-in-ten,6-mo,postgrad,white,male,7.3,4,7.1,muslim,7.3,4.9,300,2020-06-05T00:14:08Z,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Georgia_UnitedStates
00df5b7ea239117adef004cacb3aa36a,,2000,0,now-full,,62,58,60,0,"fam-friend, local-gov, state-gov, fedgov, private-org, local-community",none,one-in-30k,2-mo,postgrad,black,male,4.6,4.4,10,nothing-in-particular,10,5.5,301,2020-04-29T15:51:32Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Georgia_UnitedStates
00e8ac54ffd2d518a5840edc0c9788d1,600,1994,8,now-full,99,98,100,100,6787,other,dry-cough,three-in-ten,2-wk,highschool,black,female,9.3,9.8,9.4,evangelical-protestant,9.9,0.4,303,2020-06-04T20:30:06Z,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Georgia_UnitedStates
00ec150939d03e67187fcb140d30daba,15000,1995,7.8,was-part,73,35,68,82,0,state-gov,diarrhea,one-in-30k,1-mo,some-college,asian,female,8.5,8.1,6.6,jewish,8.6,8.7,114,2020-05-15T18:46:09Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NewYork_UnitedStates
00edd47b4969f863f0e0d3ebeb12a5e8,122000,1980,8.6,was-full,77,81,78,75,0,"fam-friend, employer, local-gov",headache,three-percent,3-mo,college,hispanic-latino,female,3.9,3.5,9,something-else,8.2,3.1,347,2020-05-25T20:23:20Z,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
00fd3d826faede698ac2f9e5d6467fcc,40000,1962,8.8,was-retired,99,99,98,78,0,fam-friend,"headache, muscle-ache",almost-all,6-mo,college,black,female,0.1,0.8,0,something-else,9.8,0.1,323,2020-05-29T03:09:42Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
01041f2ebd259ca48601c6b1238ac333,49000,1973,9.8,was-full,100,100,100,100,500,"fam-friend, religious","muscle-ache, diarrhea, short-breath, fatigue, nasal, headache",thirty-percent,3-mo,college,white,female,0.5,4.8,0.1,nothing-in-particular,4.4,0.1,142,2020-06-10T01:20:09Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
01042c3f8a22be9c10fc1eec46593bd2,,1963,10,"was-part, now-jobless",,100,100,100,0,fam-friend,none,thirty-percent,1-yr,some-college,white,female,0,4.6,5,nothing-in-particular,5.1,7.5,143,2020-04-29T17:31:33Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
010c1f1aef6d3229fc0fba716f5b6c1d,8550,1990,7.9,"was-part, now-part",100,100,86,100,3,no-one,"diarrhea, muscle-ache, nasal",three-percent,3-wk,highschool,white,male,3.7,2,4,something-else,7.4,0.1,103,2020-05-25T17:04:06Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
010ddcaa28c199ec616105a90213f17c,205000,1984,7.7,was-full,97,92,94,97,2,"fam-friend, employer, state-gov",none,three-in-ten,3-mo,postgrad,white,male,6.2,1.6,0.2,agnostic,2.8,0.6,908,2020-04-29T19:29:18Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
01100daf767d4f5769095c23f2bd6565,80000,1974,2.9,was-jobless,100,100,100,75,0,fam-friend,none,three-percent,1-mo,some-college,white,female,0,7.1,10,catholic,6.1,10,147,2020-06-11T23:13:58Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
011da0eb4825ae0973323b0b6deefa4f,1300,2001,4.9,now-part,,87,54,100,0,fam-friend,"headache, diarrhea",three-percent,2-wk,some-college,black,female,0,4.6,5.2,something-else,10,5,303,2020-04-29T18:27:06Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Georgia_UnitedStates
0122369c8b3dee5aabb0c97f6536454f,160000,1980,2.6,was-full,92,74,28,33,0,"fedgov, state-gov","dry-cough, short-breath, fever",three-in-ten,2-mo,college,asian,male,1.4,2.2,1.7,catholic,8.2,9.9,946,2020-05-29T02:53:10Z,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,California_UnitedStates
0125a8507e33c11e45fcef7d481cf88c,,2000,8.1,was-part,100,100,100,100,2,"fam-friend, local-gov, state-gov",none,three-percent,2-wk,some-college,white,female,0,0,0,catholic,3.2,0,125,2020-06-11T20:40:03Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
012ab1198f09c2a6438314a28fe625eb,22000,1997,10,"now-full, was-retired",100,100,100,19,200,no-one,none,one-in-1k,3-wk,college,white,male,1.1,9.6,1.4,muslim,0.6,3,324,2020-05-28T21:57:13Z,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Florida_UnitedStates
0132b8df22a33c4db5772b885d92b0c0,33000,1997,10,now-jobless,100,98,100,96,0,"fam-friend, religious, local-community",none,thirty-percent,6-mo,college,hispanic-latino,female,0,7.4,5.9,evangelical-protestant,7,2,100,2020-06-11T20:18:48Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
0134490e1b2f8af4ecefc8484898eaa7,,1982,0,was-part,,0,12,0,0,fam-friend,dry-cough,one-in-30k,1-wk,highschool,black,female,0,10,7.4,catholic,8.6,0,303,2020-04-29T18:47:02Z,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Georgia_UnitedStates
01361924db62d4b894428b255a85023a,,2001,0,was-jobless,0,0,0,100,0,fam-friend,none,one-in-30k,2-mo,highschool,white,female,0,5.2,5.2,nothing-in-particular,5.4,5,344,2020-06-10T01:57:33Z,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
01396c5283cd2be93cd4018680ead8fd,125000,1978,7.1,was-full,100,100,100,97,0,"fam-friend, no-one",none,three-percent,3-mo,college,asian,male,0.5,4.4,4.3,buddhist,4.3,0,917,2020-05-25T18:58:45Z,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
014900003e0adeb0e7f8afd7b2c37226,1000,1966,1.9,now-disabled,,5,7,97,0,employer,none,almost-all,1-wk,postgrad,hispanic-latino,female,1.4,1.3,1.3,catholic,9.2,2.6,328,2020-04-29T16:35:40Z,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Florida_UnitedStates
014ae9e4f57ff206a216103aca540f19,33333333,2000,2.4,was-disabled,78,83,77,40,1,private-org,dry-cough,three-percent,few-days,college,hispanic-latino,female,1.4,7.8,2.2,catholic,7.3,7.7,107,2020-06-04T21:48:47Z,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NewYork_UnitedStates
014d3d8f52b9adffbfcefb8f8320a340,,1998,4.5,was-part,47,53,52,52,0,other,none,almost-all,few-days,college,hispanic-latino,male,4.9,5.9,4.8,nothing-in-particular,6.7,5,112,2020-06-11T21:07:43Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NewYork_UnitedStates
015114ca5d92d8dfd5a51fa9578cc05f,59000,2000,10,was-jobless,100,82,100,100,3,fam-friend,headache,thirty-percent,2-mo,some-college,black,female,0.5,0,5.2,nothing-in-particular,0,5.1,135,2020-05-15T16:12:00Z,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
0151f0ee7f132ef68075240c46ae4b0c,,1993,9.4,was-part,90,91,90,94,1,local-gov,dry-cough,three-in-ten,1-wk,school,black,male,3,7.1,2.5,something-else,9,0.7,317,2020-06-04T23:31:36Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Georgia_UnitedStates
0155c18d60c2ded8c763deae990f7344,10000,1990,10,now-retired,0,2,6,17,0,local-gov,muscle-ache,three-in-ten,1-wk,college,asian,male,1.7,0.5,2.7,jewish,1.2,1.6,925,2020-06-05T00:31:56Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,California_UnitedStates
015acbc8b102aec6ff7fa0821f07143c,,2001,7.6,was-full,,45,93,91,1,"fam-friend, local-gov, state-gov, fedgov, local-community",none,three-percent,2-mo,highschool,hispanic-latino,male,2.4,3.6,5.6,catholic,2.3,2.7,900,2020-04-29T18:11:31Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,California_UnitedStates
015d8433e6d9c6892a39ce46d81fa426,,2002,3.5,was-part,0,0,0,95,0,"fam-friend, state-gov, local-gov, fedgov, other",none,one-in-1k,2-wk,college,white,male,0,10,9.9,catholic,9.5,10,301,2020-06-10T08:51:38Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Georgia_UnitedStates
015ff25b772e2c91f719fa4964246462,,1978,3.2,was-full,54,45,45,55,0,no-one,none,thirty-percent,few-days,college,white,male,0.5,4.5,5.4,nothing-in-particular,4.5,5.5,923,2020-06-11T20:27:24Z,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
0163c18d01fc509ec482e3c0099a496f,7000,1998,7.2,was-part,100,100,72,100,1,"employer, fam-friend, religious",diarrhea,one-in-1k,4-mo,some-college,white,female,2.5,4.7,3.2,nothing-in-particular,5,0,317,2020-06-11T20:49:32Z,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Georgia_UnitedStates
0170378a31e6305be2297e268b3d7c5d,,1965,7.5,"now-retired, was-retired",100,100,92,84,0,"state-gov, local-gov, private-org, fam-friend, local-community",none,one-in-1k,1-mo,college,white,female,2.6,1.7,0,nothing-in-particular,3.1,0,950,2020-06-10T06:44:06Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
017201ddf1cf4671e9f27e1778a116a7,72000,1975,2,"was-full, now-full",0,58,0,65,0,fam-friend,none,one-in-1k,1-mo,college,asian,male,0.4,6.4,6.6,agnostic,3.2,8.8,322,2020-06-10T01:07:05Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Florida_UnitedStates
01753d40cd519f675442d70a6c6a475b,,1966,7.8,was-part,100,97,85,82,0,fam-friend,none,three-in-ten,2-wk,highschool,white,male,0.4,0,0,atheist,0,0,327,2020-06-12T00:40:51Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
0181b24897c61b9e36fa8bedb650ec0a,,1978,5.5,was-full,,84,91,79,1,fam-friend,none,one-in-1k,6-mo,postgrad,white,female,1.2,5.4,2.5,other-protestant,6.1,2.5,301,2020-04-29T17:27:47Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Georgia_UnitedStates
0181caf73295a6a293dec25517c986b4,36300,1999,8.5,was-jobless,92,82,77,81,1,"local-gov, religious, fam-friend, fedgov","muscle-ache, short-breath, dry-cough, nasal, fever, headache, nausea-vomit",three-in-ten,2-mo,some-college,other-mixed,female,6.1,8,2.4,catholic,9.5,6.4,325,2020-05-25T19:17:22Z,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Florida_UnitedStates
0182838011b14cf8712e926ecd4c2fb7,58000,1968,7.5,"was-full, now-full",96,98,100,96,0,"employer, fam-friend",none,three-in-ten,2-mo,highschool,white,female,2,4.1,8.5,something-else,3.5,7.9,144,2020-05-29T01:53:05Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
018783a774aec2592227baf9fe108907,,1989,6,was-part,100,100,100,55,0,"state-gov, fedgov, local-gov",none,one-in-30k,immediate,postgrad,white,female,0.8,5.7,5.1,nothing-in-particular,6.2,5.4,113,2020-05-29T03:16:25Z,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NewYork_UnitedStates
018d31ccb0347e04e5e99c3829b6c7f9,,1996,10,was-full,100,100,100,100,0,fam-friend,none,three-percent,1-wk,postgrad,black,female,0.6,6.9,10,nothing-in-particular,2.1,0,338,2020-06-10T00:41:47Z,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Florida_UnitedStates
0192fd00b04cdedae7dc6ab7fc13567a,,2002,8.5,now-jobless,100,65,100,87,0,"fam-friend, local-gov",fatigue,almost-all,immediate,school,black,male,0,4,5,nothing-in-particular,7.3,2.4,330,2020-05-29T00:40:48Z,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Florida_UnitedStates
0195c0d62776f0175a19e7d079c714c4,27000,1989,3.9,now-jobless,100,100,100,100,0,"fam-friend, religious, local-gov, state-gov, fedgov, local-community, private-org",none,almost-all,immediate,some-college,black,female,0,6.8,2.5,something-else,0.6,0,331,2020-06-11T19:19:30Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Florida_UnitedStates
